name,date,type,comment,potentials
"2018-10-04 New postings for Ag, Au, Cu, Ni, Pd, Pt, and universal Ag-Au-Cu-Ni-Pd-Pt (taken from LAMMP",2018-10-04,new posting,"New postings for Ag, Au, Cu, Ni, Pd, Pt, and universal Ag-Au-Cu-Ni-Pd-Pt (taken from LAMMPS distribution)","[{'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag', 'key': '672d54f8-9f48-4200-af56-8a7378ebbc4a', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Ag'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Au', 'key': 'ffb66faa-319d-4556-8363-dad3959cd553', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Au'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Cu', 'key': '7991d330-58cd-43ac-bba9-ff6a58dcf617', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Cu'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ni', 'key': '15a085b9-d9d6-404f-9c2f-3ed40e8ff7a4', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Ni'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pd', 'key': '16dde7ea-c8cf-4a23-95b3-494a2b252e9b', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Pd'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pt', 'key': '87657840-e5e6-4378-94ea-381a90608142', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Pt'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt', 'key': '7a1302de-59cf-4efb-900e-cad845b68ee5', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt'], 'othername': None, 'fictional': False}]"
2018-10-04-New-posting-for-Al-Cu-H,2018-10-04,new posting,New posting for Al-Cu-H,"[{'id': '2018--Zhou-X-W-Ward-D-K-Foster-M-E--Al-Cu-H', 'key': '0dcce013-aa73-49bc-bb6d-d1ec28a31b52', 'dois': ['10.1039/c8nj00513c'], 'elements': ['Al', 'Cu', 'H'], 'othername': None, 'fictional': False}]"
2018-10-04-New-postings-for-Ag-Au-Cu-Ni-Pd-Pt-and-universal-Ag-Au-Cu-Ni-Pd-Pt,2018-10-04,new posting,"New postings for Ag, Au, Cu, Ni, Pd, Pt, and universal Ag-Au-Cu-Ni-Pd-Pt (taken from LAMMPS distribution)","[{'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag', 'key': '672d54f8-9f48-4200-af56-8a7378ebbc4a', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Ag'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Au', 'key': 'ffb66faa-319d-4556-8363-dad3959cd553', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Au'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Cu', 'key': '7991d330-58cd-43ac-bba9-ff6a58dcf617', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Cu'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ni', 'key': '15a085b9-d9d6-404f-9c2f-3ed40e8ff7a4', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Ni'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pd', 'key': '16dde7ea-c8cf-4a23-95b3-494a2b252e9b', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Pd'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Pt', 'key': '87657840-e5e6-4378-94ea-381a90608142', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Pt'], 'othername': None, 'fictional': False}, {'id': '1986--Foiles-S-M-Baskes-M-I-Daw-M-S--Ag-Au-Cu-Ni-Pd-Pt', 'key': '7a1302de-59cf-4efb-900e-cad845b68ee5', 'dois': ['10.1103/physrevb.33.7983'], 'elements': ['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt'], 'othername': None, 'fictional': False}]"
2018-10-05 New posting for Cu-Ni (taken from LAMMPS distribution),2018-10-05,new posting,New posting for Cu-Ni (taken from LAMMPS distribution),"[{'id': '2013--Onat-B-Durukanoglu-S--Cu-Ni', 'key': '31a90189-5dd6-43bc-ba69-78c94fca1bd1', 'dois': ['10.1088/0953-8984/26/3/035404'], 'elements': ['Cu', 'Ni'], 'othername': None, 'fictional': False}]"
2018-10-05 New posting for universal Ag-Au-Cu-Ni-Pd-Pt added from existing postings for completeness.,2018-10-05,new posting,New posting for universal Ag-Au-Cu-Ni-Pd-Pt added from existing postings for completeness.,"[{'id': '1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag-Au-Cu-Ni-Pd-Pt', 'key': '9ddb10de-d3f8-43fe-9dfc-472d704537e1', 'dois': ['10.1557/jmr.1989.0102'], 'elements': ['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt'], 'othername': None, 'fictional': False}]"
2018-10-05 New postings for Al (taken from LAMMPS distribution).,2018-10-05,new posting,New postings for Al (taken from LAMMPS distribution).,"[{'id': '2015--Botu-V-Ramprasad-R--Al', 'key': '00793d08-c92b-4a43-988e-40aed49ad595', 'dois': ['10.1103/physrevb.92.094306'], 'elements': ['Al'], 'othername': None, 'fictional': False}, {'id': '2017--Botu-V-Batra-R-Chapman-J-Ramprasad-R--Al', 'key': '034937ab-302a-45c7-bd4e-05ee51b98c8d', 'dois': ['10.1021/acs.jpcc.6b10908'], 'elements': ['Al'], 'othername': None, 'fictional': False}]"
2018-10-05 Updated publication information,2018-10-05,updated posting,Updated publication information,"[{'id': '2018--Pan-Z-Borovikov-V-Mendelev-M-I-Sansoz-F--Ag-Ni', 'key': '173f2416-dd88-403e-8b0a-8ac993c27205', 'dois': ['10.1088/1361-651x/aadea3'], 'elements': ['Ag', 'Ni'], 'othername': None, 'fictional': False}]"
2018-10-05-New-posting-for-Cu-Ni-(taken-from-LAMMPS-distribution),2018-10-05,new posting,New posting for Cu-Ni (taken from LAMMPS distribution),"[{'id': '2013--Onat-B-Durukanoglu-S--Cu-Ni', 'key': '31a90189-5dd6-43bc-ba69-78c94fca1bd1', 'dois': ['10.1088/0953-8984/26/3/035404'], 'elements': ['Cu', 'Ni'], 'othername': None, 'fictional': False}]"
2018-10-05-New-posting-for-universal-Ag-Au-Cu-Ni-Pd-Pt-added-from-existing-postings-for-completeness.,2018-10-05,new posting,New posting for universal Ag-Au-Cu-Ni-Pd-Pt added from existing postings for completeness.,"[{'id': '1989--Adams-J-B-Foiles-S-M-Wolfer-W-G--Ag-Au-Cu-Ni-Pd-Pt', 'key': '9ddb10de-d3f8-43fe-9dfc-472d704537e1', 'dois': ['10.1557/jmr.1989.0102'], 'elements': ['Ag', 'Au', 'Cu', 'Ni', 'Pd', 'Pt'], 'othername': None, 'fictional': False}]"
2018-10-05-New-postings-for-Al-(taken-from-LAMMPS-distribution),2018-10-05,new posting,New postings for Al (taken from LAMMPS distribution).,"[{'id': '2015--Botu-V-Ramprasad-R--Al', 'key': '00793d08-c92b-4a43-988e-40aed49ad595', 'dois': ['10.1103/physrevb.92.094306'], 'elements': ['Al'], 'othername': None, 'fictional': False}, {'id': '2017--Botu-V-Batra-R-Chapman-J-Ramprasad-R--Al', 'key': '034937ab-302a-45c7-bd4e-05ee51b98c8d', 'dois': ['10.1021/acs.jpcc.6b10908'], 'elements': ['Al'], 'othername': None, 'fictional': False}]"
2018-10-05-Updated-publication-information,2018-10-05,updated posting,Updated publication information,"[{'id': '2018--Pan-Z-Borovikov-V-Mendelev-M-I-Sansoz-F--Ag-Ni', 'key': '173f2416-dd88-403e-8b0a-8ac993c27205', 'dois': ['10.1088/1361-651x/aadea3'], 'elements': ['Ag', 'Ni'], 'othername': None, 'fictional': False}]"
2018-10-10 New posting for B-N-C (taken from LAMMPS distribution),2018-10-10,new posting,New posting for B-N-C (taken from LAMMPS distribution),"[{'id': '2012--Kinaci-A-Haskins-J-B-Sevik-C-Cagin-T--B-N-C', 'key': '7b490bb9-6c5f-404b-bd65-8fc68cf9d112', 'dois': ['10.1103/physrevb.86.115410'], 'elements': ['B', 'N', 'C'], 'othername': None, 'fictional': False}]"
2018-10-10 New posting for Ge (taken from LAMMPS distribution),2018-10-10,new posting,New posting for Ge (taken from LAMMPS distribution),"[{'id': '2017--Mahdizadeh-S-J-Akhlamadi-G--Ge', 'key': 'c37d42e0-1455-4e73-a862-6547a82d99a4', 'dois': ['10.1016/j.jmgm.2016.11.009'], 'elements': ['Ge'], 'othername': None, 'fictional': False}]"
2018-10-10 New posting for Si-O,2018-10-10,new posting,New posting for Si-O,"[{'id': '2007--Munetoh-S-Motooka-T-Moriguchi-K-Shintani-A--Si-O', 'key': '55d00f32-3bb5-433b-b01f-bef7c379d852', 'dois': ['10.1016/j.commatsci.2006.06.010'], 'elements': ['Si', 'O'], 'othername': None, 'fictional': False}]"
2018-10-10 New postings for Ga-As and Ga-N,2018-10-10,new posting,New postings for Ga-As and Ga-N,"[{'id': '2002--Albe-K-Nordlund-K-Nord-J-Kuronen-A--Ga-As', 'key': '63846fe7-c4b9-4357-86a2-185a431810ad', 'dois': ['10.1103/physrevb.66.035205'], 'elements': ['Ga', 'As'], 'othername': None, 'fictional': False}, {'id': '2003--Nord-J-Albe-K-Erhart-P-Nordlund-K--Ga-N', 'key': '21fd9cb3-626b-4c40-b049-ecccd27f4646', 'dois': ['10.1088/0953-8984/15/32/324'], 'elements': ['Ga', 'N'], 'othername': None, 'fictional': False}]"
2018-10-10 New postings for Si-C,2018-10-10,new posting,New postings for Si-C,"[{'id': '2005--Erhart-P-Albe-K--Si-C-I', 'key': 'f4088e3f-65ec-419d-a677-b5f533f984d0', 'dois': ['10.1103/physrevb.71.035211'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}, {'id': '2005--Erhart-P-Albe-K--Si-C-II', 'key': 'b484d453-4f89-44d2-b64f-bbca3eb97d30', 'dois': ['10.1103/physrevb.71.035211'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}]"
"2018-10-10 New postings for classic Tersoff Si, Si-C and Si-Ge",2018-10-10,new posting,"New postings for classic Tersoff Si, Si-C and Si-Ge","[{'id': '1986--Tersoff-J--Si', 'key': 'ac43c16b-b5fd-43e0-a886-2cb833d38ff9', 'dois': ['10.1103/physrevlett.56.632'], 'elements': ['Si'], 'othername': None, 'fictional': False}, {'id': '1988--Tersoff-J--Si-b', 'key': 'fc49b18c-eb42-4e83-bf2f-4f1fe334be77', 'dois': ['10.1103/physrevb.37.6991'], 'elements': ['Si'], 'othername': None, 'fictional': False}, {'id': '1988--Tersoff-J--Si-c', 'key': 'ddd7d77b-7c4d-4de3-b703-97fdd0869457', 'dois': ['10.1103/physrevb.38.9902'], 'elements': ['Si'], 'othername': None, 'fictional': False}, {'id': '1989--Tersoff-J--Si-C', 'key': 'f6b04d63-2165-423d-bfe6-15c606e09b82', 'dois': ['10.1103/physrevb.39.5566'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}, {'id': '1989--Tersoff-J--Si-Ge', 'key': '866a3898-fa41-42e0-9b2c-7a25beb42604', 'dois': ['10.1103/physrevb.39.5566'], 'elements': ['Si', 'Ge'], 'othername': None, 'fictional': False}, {'id': '1990--Tersoff-J--Si-C', 'key': 'b3b05ea5-7852-4b6f-95b4-f04414a2d9b6', 'dois': ['10.1103/physrevlett.64.1757'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}, {'id': '1994--Tersoff-J--Si-C', 'key': 'e114e23c-d2ee-4a53-b34b-f02e740f1bd6', 'dois': ['10.1103/physrevb.49.16349'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}]"
2018-10-10-New-posting-for-B-N-C-(taken-from-LAMMPS-distribution),2018-10-10,new posting,New posting for B-N-C (taken from LAMMPS distribution),"[{'id': '2012--Kinaci-A-Haskins-J-B-Sevik-C-Cagin-T--B-N-C', 'key': '7b490bb9-6c5f-404b-bd65-8fc68cf9d112', 'dois': ['10.1103/physrevb.86.115410'], 'elements': ['B', 'N', 'C'], 'othername': None, 'fictional': False}]"
2018-10-10-New-posting-for-Ge-(taken-from-LAMMPS-distribution),2018-10-10,new posting,New posting for Ge (taken from LAMMPS distribution),"[{'id': '2017--Mahdizadeh-S-J-Akhlamadi-G--Ge', 'key': 'c37d42e0-1455-4e73-a862-6547a82d99a4', 'dois': ['10.1016/j.jmgm.2016.11.009'], 'elements': ['Ge'], 'othername': None, 'fictional': False}]"
2018-10-10-New-posting-for-Si-O,2018-10-10,new posting,New posting for Si-O,"[{'id': '2007--Munetoh-S-Motooka-T-Moriguchi-K-Shintani-A--Si-O', 'key': '55d00f32-3bb5-433b-b01f-bef7c379d852', 'dois': ['10.1016/j.commatsci.2006.06.010'], 'elements': ['Si', 'O'], 'othername': None, 'fictional': False}]"
2018-10-10-New-postings-for-Ga-As-and-Ga-N,2018-10-10,new posting,New postings for Ga-As and Ga-N,"[{'id': '2002--Albe-K-Nordlund-K-Nord-J-Kuronen-A--Ga-As', 'key': '63846fe7-c4b9-4357-86a2-185a431810ad', 'dois': ['10.1103/physrevb.66.035205'], 'elements': ['Ga', 'As'], 'othername': None, 'fictional': False}, {'id': '2003--Nord-J-Albe-K-Erhart-P-Nordlund-K--Ga-N', 'key': '21fd9cb3-626b-4c40-b049-ecccd27f4646', 'dois': ['10.1088/0953-8984/15/32/324'], 'elements': ['Ga', 'N'], 'othername': None, 'fictional': False}]"
2018-10-10-New-postings-for-Si-C,2018-10-10,new posting,New postings for Si-C,"[{'id': '2005--Erhart-P-Albe-K--Si-C-I', 'key': 'f4088e3f-65ec-419d-a677-b5f533f984d0', 'dois': ['10.1103/physrevb.71.035211'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}, {'id': '2005--Erhart-P-Albe-K--Si-C-II', 'key': 'b484d453-4f89-44d2-b64f-bbca3eb97d30', 'dois': ['10.1103/physrevb.71.035211'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}]"
2018-10-10-New-postings-for-classic-Tersoff-Si-Si-C-and-Si-Ge,2018-10-10,new posting,"New postings for classic Tersoff Si, Si-C and Si-Ge","[{'id': '1986--Tersoff-J--Si', 'key': 'ac43c16b-b5fd-43e0-a886-2cb833d38ff9', 'dois': ['10.1103/physrevlett.56.632'], 'elements': ['Si'], 'othername': None, 'fictional': False}, {'id': '1988--Tersoff-J--Si-b', 'key': 'fc49b18c-eb42-4e83-bf2f-4f1fe334be77', 'dois': ['10.1103/physrevb.37.6991'], 'elements': ['Si'], 'othername': None, 'fictional': False}, {'id': '1988--Tersoff-J--Si-c', 'key': 'ddd7d77b-7c4d-4de3-b703-97fdd0869457', 'dois': ['10.1103/physrevb.38.9902'], 'elements': ['Si'], 'othername': None, 'fictional': False}, {'id': '1989--Tersoff-J--Si-C', 'key': 'f6b04d63-2165-423d-bfe6-15c606e09b82', 'dois': ['10.1103/physrevb.39.5566'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}, {'id': '1989--Tersoff-J--Si-Ge', 'key': '866a3898-fa41-42e0-9b2c-7a25beb42604', 'dois': ['10.1103/physrevb.39.5566'], 'elements': ['Si', 'Ge'], 'othername': None, 'fictional': False}, {'id': '1990--Tersoff-J--Si-C', 'key': 'b3b05ea5-7852-4b6f-95b4-f04414a2d9b6', 'dois': ['10.1103/physrevlett.64.1757'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}, {'id': '1994--Tersoff-J--Si-C', 'key': 'e114e23c-d2ee-4a53-b34b-f02e740f1bd6', 'dois': ['10.1103/physrevb.49.16349'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}]"
2018-10-12 LAMMPS implementation for ADP Al-Cu added (distributed by LAMMPS),2018-10-12,updated posting,LAMMPS implementation for ADP Al-Cu added (distributed by LAMMPS),"[{'id': '2011--Apostol-F-Mishin-Y--Al-Cu', 'key': '84180f41-771d-4098-8a97-89fa1510477b', 'dois': ['10.1103/physrevb.83.054116'], 'elements': ['Al', 'Cu'], 'othername': None, 'fictional': False}]"
2018-10-12 New postings for analytical BOP potentials (distributed by LAMMPS),2018-10-12,new posting,New postings for analytical BOP potentials (distributed by LAMMPS),"[{'id': '2016--Zhou-X-W-Ward-D-K-Foster-M-E--Al-Cu', 'key': 'f1c13bf7-7839-466a-8463-50456aea68dc', 'dois': ['10.1016/j.jallcom.2016.04.055'], 'elements': ['Al', 'Cu'], 'othername': None, 'fictional': False}, {'id': '2015--Zhou-X-W-Ward-D-K-Foster-M-E--C', 'key': 'c557d842-d484-415a-8ecb-fe5616a8bcd0', 'dois': ['10.1002/jcc.23949'], 'elements': ['C'], 'othername': None, 'fictional': False}, {'id': '2015--Zhou-X-W-Ward-D-K-Foster-M-E--C-Cu', 'key': '09f60acf-a5ce-42ff-8981-42f8622a03d6', 'dois': ['10.1002/jcc.23949'], 'elements': ['C', 'Cu'], 'othername': None, 'fictional': False}, {'id': '2012--Ward-D-K-Zhou-X-W-Wong-B-M-et-al--Cd-Te', 'key': '07dfff9d-7dc3-433e-9f3c-f4379abe5033', 'dois': ['10.1103/physrevb.85.115206'], 'elements': ['Cd', 'Te'], 'othername': None, 'fictional': False}, {'id': '2014--Zhou-X-W-Foster-M-E-van-Swol-F-B-et-al--Cd-Te-Se', 'key': '48b64765-29eb-426e-b8ca-5f359640f5f6', 'dois': ['10.1021/jp505915u'], 'elements': ['Cd', 'Te', 'Se'], 'othername': None, 'fictional': False}, {'id': '2012--Ward-D-K-Zhou-X-W-Wong-B-M-et-al--Cd-Te-Zn', 'key': 'c76b416e-986e-462d-946d-375a5e3fa509', 'dois': ['10.1103/physrevb.86.245203'], 'elements': ['Cd', 'Te', 'Zn'], 'othername': None, 'fictional': False}, {'id': '2013--Ward-D-K-Zhou-X-Wong-B-M-Doty-F-P--Cd-Te-Zn', 'key': '548dfaed-269b-4525-9ab7-a0c2d66d0c33', 'dois': ['10.1007/s00894-013-2004-8'], 'elements': ['Cd', 'Te', 'Zn'], 'othername': None, 'fictional': False}, {'id': '2015--Zhou-X-W-Ward-D-K-Foster-M-Zimmerman-J-A--Cu-H', 'key': '452741a4-a317-4c18-b781-1262b43b65c5', 'dois': ['10.1007/s10853-015-8848-9'], 'elements': ['Cu', 'H'], 'othername': None, 'fictional': False}, {'id': '2006--Murdick-D-A-Zhou-X-W-Wadley-H-N-G-et-al--Ga-As', 'key': 'b661f788-d285-4fdb-b0c2-0f82a99cb8a1', 'dois': ['10.1103/physrevb.73.045206'], 'elements': ['Ga', 'As'], 'othername': None, 'fictional': False}]"
2018-10-12-LAMMPS-implementation-for-ADP-Al-Cu-added-(distributed-by-LAMMPS),2018-10-12,updated posting,LAMMPS implementation for ADP Al-Cu added (distributed by LAMMPS),"[{'id': '2011--Apostol-F-Mishin-Y--Al-Cu', 'key': '84180f41-771d-4098-8a97-89fa1510477b', 'dois': ['10.1103/physrevb.83.054116'], 'elements': ['Al', 'Cu'], 'othername': None, 'fictional': False}]"
2018-10-12-New-postings-for-analytical-BOP-potentials-(distributed-by-LAMMPS),2018-10-12,new posting,New postings for analytical BOP potentials (distributed by LAMMPS),"[{'id': '2016--Zhou-X-W-Ward-D-K-Foster-M-E--Al-Cu', 'key': 'f1c13bf7-7839-466a-8463-50456aea68dc', 'dois': ['10.1016/j.jallcom.2016.04.055'], 'elements': ['Al', 'Cu'], 'othername': None, 'fictional': False}, {'id': '2015--Zhou-X-W-Ward-D-K-Foster-M-E--C', 'key': 'c557d842-d484-415a-8ecb-fe5616a8bcd0', 'dois': ['10.1002/jcc.23949'], 'elements': ['C'], 'othername': None, 'fictional': False}, {'id': '2015--Zhou-X-W-Ward-D-K-Foster-M-E--C-Cu', 'key': '09f60acf-a5ce-42ff-8981-42f8622a03d6', 'dois': ['10.1002/jcc.23949'], 'elements': ['C', 'Cu'], 'othername': None, 'fictional': False}, {'id': '2012--Ward-D-K-Zhou-X-W-Wong-B-M-et-al--Cd-Te', 'key': '07dfff9d-7dc3-433e-9f3c-f4379abe5033', 'dois': ['10.1103/physrevb.85.115206'], 'elements': ['Cd', 'Te'], 'othername': None, 'fictional': False}, {'id': '2014--Zhou-X-W-Foster-M-E-van-Swol-F-B-et-al--Cd-Te-Se', 'key': '48b64765-29eb-426e-b8ca-5f359640f5f6', 'dois': ['10.1021/jp505915u'], 'elements': ['Cd', 'Te', 'Se'], 'othername': None, 'fictional': False}, {'id': '2012--Ward-D-K-Zhou-X-W-Wong-B-M-et-al--Cd-Te-Zn', 'key': 'c76b416e-986e-462d-946d-375a5e3fa509', 'dois': ['10.1103/physrevb.86.245203'], 'elements': ['Cd', 'Te', 'Zn'], 'othername': None, 'fictional': False}, {'id': '2013--Ward-D-K-Zhou-X-Wong-B-M-Doty-F-P--Cd-Te-Zn', 'key': '548dfaed-269b-4525-9ab7-a0c2d66d0c33', 'dois': ['10.1007/s00894-013-2004-8'], 'elements': ['Cd', 'Te', 'Zn'], 'othername': None, 'fictional': False}, {'id': '2015--Zhou-X-W-Ward-D-K-Foster-M-Zimmerman-J-A--Cu-H', 'key': '452741a4-a317-4c18-b781-1262b43b65c5', 'dois': ['10.1007/s10853-015-8848-9'], 'elements': ['Cu', 'H'], 'othername': None, 'fictional': False}, {'id': '2006--Murdick-D-A-Zhou-X-W-Wadley-H-N-G-et-al--Ga-As', 'key': 'b661f788-d285-4fdb-b0c2-0f82a99cb8a1', 'dois': ['10.1103/physrevb.73.045206'], 'elements': ['Ga', 'As'], 'othername': None, 'fictional': False}]"
2018-11-01 New posting for BN extended Tersoff potential (distributed by LAMMPS),2018-11-01,new posting,New posting for BN extended Tersoff potential (distributed by LAMMPS),"[{'id': '2017--Los-J-H-Kroes-J-M-H-Albe-K-et-al--B-N', 'key': 'f416dd7d-6d20-4cbd-9ef9-25d6ac27fa9a', 'dois': ['10.1103/physrevb.96.184108'], 'elements': ['B', 'N'], 'othername': None, 'fictional': False}]"
2018-11-01 New posting for C lcbop potential (distributed by LAMMPS),2018-11-01,new posting,New posting for C lcbop potential (distributed by LAMMPS),"[{'id': '2003--Los-J-H-Fasolino-A--C', 'key': 'ef26cdaf-8b0d-46d8-aa68-41cb2721b67e', 'dois': ['10.1103/physrevb.68.024107'], 'elements': ['C'], 'othername': None, 'fictional': False}]"
2018-11-01 New posting for Fe-Cr (distributed by LAMMPS),2018-11-01,new posting,New posting for Fe-Cr (distributed by LAMMPS),"[{'id': '2009--Stukowski-A-Sadigh-B-Erhart-P-Caro-A--Fe-Cr', 'key': '6b4ff48c-de09-4146-90e9-f34c892a66f6', 'dois': ['10.1088/0965-0393/17/7/075005'], 'elements': ['Fe', 'Cr'], 'othername': None, 'fictional': False}]"
2018-11-01 New posting for Si-C (distributed by LAMMPS),2018-11-01,new posting,New posting for Si-C (distributed by LAMMPS),"[{'id': '1998--Devanathan-R-Diaz-de-la-Rubia-T-Weber-W-J--Si-C', 'key': '3046773c-2119-47e8-8301-f72caabe2f8c', 'dois': ['10.1016/s0022-3115(97)00304-8'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}]"
2018-11-01 New posting for eim potential library (distributed by LAMMPS),2018-11-01,new posting,New posting for eim potential library (distributed by LAMMPS),"[{'id': '2011--Zhou-X-W-Doty-F-P-Yang-P--Li-Na-K-Rb-Cs-F-Cl-Br-I', 'key': '49f401da-b208-401f-a629-0ed1cababd20', 'dois': ['10.1016/j.commatsci.2011.03.028'], 'elements': ['Li', 'Na', 'K', 'Rb', 'Cs', 'F', 'Cl', 'Br', 'I'], 'othername': None, 'fictional': False}]"
2018-11-01 New postings for Stillinger-Weber potentials (distributed by LAMMPS),2018-11-01,new posting,New postings for Stillinger-Weber potentials (distributed by LAMMPS),"[{'id': '1985--Stillinger-F-H-Weber-T-A--Si', 'key': 'edc31ad6-2b9a-455c-9b5f-e888a672ecbd', 'dois': ['10.1103/physrevb.31.5262'], 'elements': ['Si'], 'othername': None, 'fictional': False}, {'id': '1989--Wang-Z-Q-Stroud-D-Markworth-A-J--Cd-Te', 'key': 'd0d348ef-47e3-4d59-a066-bec02d0525f7', 'dois': ['10.1103/physrevb.40.3129'], 'elements': ['Cd', 'Te'], 'othername': None, 'fictional': False}, {'id': '2006--Bere-A-Serra-A--Ga-N', 'key': 'a08eb46e-3856-4329-9dce-41af22f9acc1', 'dois': ['10.1080/14786430600640486'], 'elements': ['Ga', 'N'], 'othername': None, 'fictional': False}]"
2018-11-01 New postings for Vashista-style potentials (distributed by LAMMPS),2018-11-01,new posting,New postings for Vashista-style potentials (distributed by LAMMPS),"[{'id': '1990--Vashishta-P-Kalia-R-K-Rino-J-P-Ebbsjo-I--Si-O', 'key': 'cb2ed094-032f-4e20-bb3b-a32bdb173697', 'dois': ['10.1103/physrevb.41.12197'], 'elements': ['Si', 'O'], 'othername': None, 'fictional': False}, {'id': '1994--Nakano-A-Kalia-R-K-Vashishta-P--Si-O', 'key': 'f3b91308-31ed-488f-bc55-ae7a7e3fd76e', 'dois': ['10.1016/0022-3093(94)90351-4'], 'elements': ['Si', 'O'], 'othername': None, 'fictional': False}, {'id': '1997--Broughton-J-Q-Meli-C-A-Vashishta-P-Kalia-R-K--Si-O', 'key': '0d0d9313-b0ff-4c3b-9e2f-622f7b0f9b0d', 'dois': ['10.1103/physrevb.56.611'], 'elements': ['Si', 'O'], 'othername': None, 'fictional': False}, {'id': '2007--Vashishta-P-Kalia-R-K-Nakano-A-Rino-J-P--Si-C', 'key': 'd9495b9a-ff7a-4c4f-bb25-de2062e794d9', 'dois': ['10.1063/1.2724570'], 'elements': ['Si', 'C'], 'othername': None, 'fictional': False}, {'id': '2009--Branicio-P-S-Rino-J-P-Gan-C-K-Tsuzuki-H--In-P', 'key': '4976b7b8-73cb-4cf8-bcb3-7c0526c3bc98', 'dois': ['10.1088/0953-8984/21/9/095002'], 'elements': ['In', 'P'], 'othername': None, 'fictional': False}]"
